product_id,product_name,category,price
659,Storage Box 0659,Home & Kitchen,1683.94
660,Lamp 0660,Home & Kitchen,1679.72
661,Webcam 0661,Electronics,3548.74
662,Cricket Bat 0662,Sports,12392.33
663,Shirt 0663,Fashion,318.59
664,Desk Organizer 0664,Office,93.22
665,Shampoo 0665,Beauty,4300.84
666,Toaster 0666,Home & Kitchen,477.48
667,Sneakers 0667,Fashion,3944.96
668,Keyboard 0668,Electronics,19776.81
669,External SSD 0669,Computers,2247.56
670,Keyboard 0670,Electronics,21225.44
671,Phone Stand 0671,Mobiles,9533.97
672,SQL Handbook 0672,Books,1810.26
673,Vacuum Cleaner 0673,Home & Kitchen,236.38
674,Car Charger 0674,Mobiles,121254.46
675,Power Bank 0675,Electronics,1851.37
676,Dry Fruits 0676,Grocery,2980.32
677,Sneakers 0677,Fashion,1916.74
678,Pen Set 0678,Office,89.12
679,Sneakers 0679,Fashion,9298.14
680,Trimmer 0680,Beauty,152.3
681,Desk Organizer 0681,Office,91.95
682,Dry Fruits 0682,Grocery,335.62
683,AI Fundamentals 0683,Books,1140.9
684,Router 0684,Electronics,19984.02
685,Olive Oil 0685,Grocery,138.43
686,Pen Set 0686,Office,76.26
687,Lamp 0687,Home & Kitchen,4298.22
688,Peanut Butter 0688,Grocery,517.03
689,Mechanical Keyboard 0689,Computers,20806.6
690,Storage Box 0690,Home & Kitchen,26363.85
691,Mini PC 0691,Computers,2199.37
692,Biography 0692,Books,636.13
693,Monitor 0693,Electronics,5478.57
694,Kettle 0694,Home & Kitchen,2648.99
695,Backpack 0695,Fashion,4363.7
696,Storage Box 0696,Home & Kitchen,16536.74
697,Wireless Charger 0697,Mobiles,1423.25
698,Hoodie 0698,Fashion,771.81
699,Yoga Mat 0699,Sports,20597.73
700,Novel 0700,Books,176.54
701,Sunscreen 0701,Beauty,230.06
702,T-Shirt 0702,Fashion,2850.25
703,Vacuum Cleaner 0703,Home & Kitchen,366.17
704,Coffee 0704,Grocery,72.13
705,SSD 0705,Electronics,866.65
706,Phone Case 0706,Mobiles,1939.89
707,External SSD 0707,Computers,6931.6
708,WiFi Adapter 0708,Computers,1810.78
709,SSD 0709,Electronics,11485.52
710,Headphones 0710,Electronics,7613.99
711,Vacuum Cleaner 0711,Home & Kitchen,12280.43
712,Protein Cereal 0712,Grocery,1462.91
713,SQL Handbook 0713,Books,270.96
714,Hoodie 0714,Fashion,1860.59
715,Webcam 0715,Electronics,1599.05
716,SQL Handbook 0716,Books,339.18
717,Hoodie 0717,Fashion,884.68
718,Finance Book 0718,Books,426.11
719,Calculator 0719,Office,91.86
720,Shampoo 0720,Beauty,740.21
721,Storage Box 0721,Home & Kitchen,7122.8
722,Router 0722,Electronics,31585.49
723,Sunglasses 0723,Fashion,9278.81
724,Peanut Butter 0724,Grocery,629.22
725,Lamp 0725,Home & Kitchen,1356.46
726,System Design Book 0726,Books,164.33
727,Honey 0727,Grocery,50.46
728,Mouse 0728,Electronics,2474.94
729,Sunglasses 0729,Fashion,2809.8
730,Gaming Mouse 0730,Computers,36524.99
731,Coffee 0731,Grocery,1413.43
732,Kurta 0732,Fashion,754.73
733,Toaster 0733,Home & Kitchen,19807.89
734,Finance Book 0734,Books,1130.57
735,Router 0735,Electronics,2964.87
736,Jacket 0736,Fashion,7959.6
737,Kettle 0737,Home & Kitchen,19239.36
738,Perfume 0738,Beauty,3779.19
739,Office Chair 0739,Office,9626.39
740,Bedsheet 0740,Home & Kitchen,21587.68
741,Monitor 0741,Electronics,1415.97
742,Kettle 0742,Home & Kitchen,6516.54
743,Peanut Butter 0743,Grocery,565.57
744,Perfume 0744,Beauty,2501.76
745,Vacuum Cleaner 0745,Home & Kitchen,1533.23
746,WiFi Adapter 0746,Computers,21964.87
747,Pen Set 0747,Office,313.33
748,Dry Fruits 0748,Grocery,151.95
749,Bedsheet 0749,Home & Kitchen,19397.33
750,Data Science Book 0750,Books,224.2
751,Football 0751,Sports,1690.74
752,USB Hub 0752,Electronics,513.62
753,Resistance Band 0753,Sports,911.35
754,WiFi Adapter 0754,Computers,3095.34
755,Dry Fruits 0755,Grocery,300.63
756,Perfume 0756,Beauty,1127.9
757,File Folder 0757,Office,799.41
758,USB Cable 0758,Mobiles,999.89
759,Watch 0759,Fashion,1932.33
760,WiFi Adapter 0760,Computers,1504.32
761,Vacuum Cleaner 0761,Home & Kitchen,992.18
762,Yoga Mat 0762,Sports,5769.29
763,Phone Case 0763,Mobiles,5346.95
764,Mixer Grinder 0764,Home & Kitchen,33682.42
765,Green Tea 0765,Grocery,208.3
766,Resistance Band 0766,Sports,571.92
767,Perfume 0767,Beauty,3934.22
768,Phone Case 0768,Mobiles,39084.06
769,Olive Oil 0769,Grocery,216.35
770,Graphics Tablet 0770,Computers,8513.08
771,Jacket 0771,Fashion,439.17
772,Phone Stand 0772,Mobiles,5110.68
773,Novel 0773,Books,923.48
774,Calculator 0774,Office,4845.02
775,Football 0775,Sports,571.89
776,Oats 0776,Grocery,2015.7
777,WiFi Adapter 0777,Computers,20446.64
778,Laptop 0778,Computers,17966.97
779,Perfume 0779,Beauty,3599.13
780,Bluetooth Speaker 0780,Electronics,556.95
781,Watch 0781,Fashion,237.28
782,Moisturizer 0782,Beauty,1979.7
783,Jeans 0783,Fashion,923.09
784,Desk Mat 0784,Office,1141.15
785,Air Fryer 0785,Home & Kitchen,5737.57
786,External SSD 0786,Computers,146771.49
787,Coffee 0787,Grocery,284.03
788,External SSD 0788,Computers,84089.22
789,Lamp 0789,Home & Kitchen,831.33
790,Office Chair 0790,Office,4624.57
791,Mouse 0791,Electronics,16096.73
792,Cricket Bat 0792,Sports,1442.95
793,Docking Station 0793,Computers,929.96
794,Toaster 0794,Home & Kitchen,2411.07
795,Kettle 0795,Home & Kitchen,274.23
796,Headphones 0796,Electronics,8324.66
797,Desk Organizer 0797,Office,1189.58
798,Mini PC 0798,Computers,99943.3
799,Green Tea 0799,Grocery,82.75
800,Bedsheet 0800,Home & Kitchen,1370.95
801,Novel 0801,Books,2195.92
802,Headphones 0802,Electronics,75439.89
803,Dry Fruits 0803,Grocery,380.56
804,Honey 0804,Grocery,50.84
805,Coffee 0805,Grocery,366.8
806,Wireless Earbuds 0806,Electronics,13028.18
807,Gym Gloves 0807,Sports,353.89
808,Monitor 0808,Electronics,2000.92
809,Kettle 0809,Home & Kitchen,3267.93
810,Badminton Racket 0810,Sports,1680.02
811,Football 0811,Sports,9766.03
812,Graphics Tablet 0812,Computers,65397.57
813,USB Cable 0813,Mobiles,4146.4
814,Protein Cereal 0814,Grocery,838.02
815,Keyboard 0815,Electronics,47662.72
816,Sunglasses 0816,Fashion,410.25
817,Wireless Earbuds 0817,Electronics,1333.0
818,Dry Fruits 0818,Grocery,1273.73
819,Perfume 0819,Beauty,291.27
820,Calculator 0820,Office,672.41
821,Air Fryer 0821,Home & Kitchen,2860.12
822,RAM Kit 0822,Computers,145244.52
823,Peanut Butter 0823,Grocery,2956.31
824,T-Shirt 0824,Fashion,435.42
825,Laptop Stand 0825,Computers,8933.68
826,Olive Oil 0826,Grocery,50.03
827,Gym Gloves 0827,Sports,419.94
828,T-Shirt 0828,Fashion,323.69
829,USB Cable 0829,Mobiles,47251.73
830,Data Science Book 0830,Books,702.75
831,Hoodie 0831,Fashion,961.71
832,Laptop Stand 0832,Computers,121274.82
833,Sunscreen 0833,Beauty,5393.31
834,Phone Stand 0834,Mobiles,2546.76
835,Office Chair 0835,Office,57.28
836,Hoodie 0836,Fashion,315.11
837,Phone Case 0837,Mobiles,39596.67
838,System Design Book 0838,Books,1957.73
839,Smart Watch 0839,Electronics,44954.87
840,Backpack 0840,Fashion,461.95
841,Backpack 0841,Fashion,202.44
842,USB Cable 0842,Mobiles,481.37
843,Desk Organizer 0843,Office,2025.48
844,Resistance Band 0844,Sports,18108.12
845,Wireless Earbuds 0845,Electronics,2382.87
846,Coffee 0846,Grocery,504.21
847,Coffee 0847,Grocery,2067.05
848,Smartphone 0848,Mobiles,22167.66
849,Graphics Tablet 0849,Computers,5230.66
850,Running Shoes 0850,Sports,3616.61
851,Oats 0851,Grocery,149.36
852,Gym Gloves 0852,Sports,624.75
853,Trimmer 0853,Beauty,4287.71
854,Sunglasses 0854,Fashion,351.63
855,Data Science Book 0855,Books,405.32
856,Fast Charger 0856,Mobiles,10568.72
857,Green Tea 0857,Grocery,390.41
858,Laptop 0858,Computers,5403.61
859,Vacuum Cleaner 0859,Home & Kitchen,12065.32
860,Moisturizer 0860,Beauty,434.07
861,Phone Case 0861,Mobiles,1313.89
862,Green Tea 0862,Grocery,522.31
863,Gym Gloves 0863,Sports,11816.68
864,Graphics Tablet 0864,Computers,8581.4
865,Mouse 0865,Electronics,539.14
866,Novel 0866,Books,517.88
867,Screen Guard 0867,Mobiles,64557.4
868,Coffee 0868,Grocery,400.13
869,Keyboard 0869,Electronics,2228.99
870,Yoga Mat 0870,Sports,626.64
871,Wireless Charger 0871,Mobiles,86414.45
872,Lamp 0872,Home & Kitchen,1251.13
873,USB Cable 0873,Mobiles,2800.65
874,Screen Guard 0874,Mobiles,55134.58
875,Bottle 0875,Home & Kitchen,6734.17
876,Lamp 0876,Home & Kitchen,976.94
877,Running Shoes 0877,Sports,4132.36
878,Protein Cereal 0878,Grocery,226.5
879,Peanut Butter 0879,Grocery,157.55
880,Data Science Book 0880,Books,199.37
881,Bedsheet 0881,Home & Kitchen,9897.54
882,Shampoo 0882,Beauty,824.15
883,Mixer Grinder 0883,Home & Kitchen,217.81
884,Keyboard 0884,Electronics,46809.99
885,Protein Cereal 0885,Grocery,465.92
886,Phone Stand 0886,Mobiles,4944.73
887,Mechanical Keyboard 0887,Computers,7846.35
888,USB Hub 0888,Electronics,9327.16
889,Serum 0889,Beauty,165.8
890,USB Cable 0890,Mobiles,2409.53
891,Smart Watch 0891,Electronics,28186.65
892,Bedsheet 0892,Home & Kitchen,5447.51
893,Hair Dryer 0893,Beauty,371.54
894,Sunscreen 0894,Beauty,854.72
895,Finance Book 0895,Books,316.98
896,Perfume 0896,Beauty,3581.37
897,Office Chair 0897,Office,213.01
898,Mixer Grinder 0898,Home & Kitchen,267.65
899,Car Charger 0899,Mobiles,2307.59
900,RAM Kit 0900,Computers,5076.26
901,Backpack 0901,Fashion,6441.31
902,Phone Stand 0902,Mobiles,38907.46
903,Calculator 0903,Office,9587.73
904,Office Chair 0904,Office,144.65
905,Serum 0905,Beauty,2135.93
906,Olive Oil 0906,Grocery,269.95
907,SSD 0907,Electronics,3173.65
908,Headphones 0908,Electronics,10182.49
909,Monitor 0909,Electronics,25751.78
910,Power Bank 0910,Electronics,753.99
911,Mouse 0911,Electronics,17115.32
912,Shirt 0912,Fashion,287.0
913,Running Shoes 0913,Sports,3332.42
914,Graphics Tablet 0914,Computers,5955.8
915,SSD 0915,Electronics,17218.5
916,Mechanical Keyboard 0916,Computers,26411.6
917,Toaster 0917,Home & Kitchen,4216.25
918,Whiteboard 0918,Office,1523.46
919,Bluetooth Speaker 0919,Electronics,593.58
920,USB Cable 0920,Mobiles,11253.58
921,Mouse 0921,Electronics,39446.28
922,Smart Watch 0922,Electronics,4110.18
923,SSD 0923,Electronics,19761.15
924,System Design Book 0924,Books,972.31
925,Calculator 0925,Office,178.42
926,Shirt 0926,Fashion,7018.7
927,System Design Book 0927,Books,572.1
928,Kurta 0928,Fashion,386.63
929,Python Guide 0929,Books,602.93
930,Kurta 0930,Fashion,637.3
931,File Folder 0931,Office,777.42
932,Resistance Band 0932,Sports,8342.11
933,Storage Box 0933,Home & Kitchen,10496.02
934,Fast Charger 0934,Mobiles,26652.81
935,Sneakers 0935,Fashion,1481.41
936,Keyboard 0936,Electronics,1313.79
937,Resistance Band 0937,Sports,816.57
938,Phone Stand 0938,Mobiles,1929.74
939,Protein Cereal 0939,Grocery,329.35
940,Shirt 0940,Fashion,3930.58
941,Watch 0941,Fashion,977.9
942,Lamp 0942,Home & Kitchen,3108.57
943,AI Fundamentals 0943,Books,414.63
944,Protein Cereal 0944,Grocery,601.22
945,Monitor 0945,Electronics,7689.52
946,Novel 0946,Books,2008.13
947,WiFi Adapter 0947,Computers,2491.27
948,Trimmer 0948,Beauty,295.93
949,Trimmer 0949,Beauty,3443.33
950,Bottle 0950,Home & Kitchen,562.66
951,Fast Charger 0951,Mobiles,13453.16
952,Face Wash 0952,Beauty,4083.14
953,Olive Oil 0953,Grocery,147.75
954,Calculator 0954,Office,390.93
955,Python Guide 0955,Books,2187.31
956,Router 0956,Electronics,1284.86
957,Smart Watch 0957,Electronics,1763.3
958,Cricket Bat 0958,Sports,720.8
959,Shirt 0959,Fashion,411.92
960,Webcam 0960,Electronics,1468.59
961,Toaster 0961,Home & Kitchen,12035.46
962,Monitor 0962,Electronics,16676.25
963,Router 0963,Electronics,4279.62
964,Peanut Butter 0964,Grocery,376.73
965,RAM Kit 0965,Computers,49241.62
966,Phone Stand 0966,Mobiles,19355.57
967,Peanut Butter 0967,Grocery,790.07
968,Vacuum Cleaner 0968,Home & Kitchen,6308.21
969,Biography 0969,Books,1423.44
970,Vacuum Cleaner 0970,Home & Kitchen,3911.83
971,Mouse 0971,Electronics,2878.39
972,Oats 0972,Grocery,2127.62
973,Sunglasses 0973,Fashion,2555.0
974,RAM Kit 0974,Computers,109933.23
975,Mini PC 0975,Computers,96371.33
976,Wireless Earbuds 0976,Electronics,3369.44
977,Monitor 0977,Electronics,3157.38
978,Protein Cereal 0978,Grocery,101.74
979,Smart Watch 0979,Electronics,787.31
980,Finance Book 0980,Books,413.89
981,Cookware Set 0981,Home & Kitchen,19596.32
982,Power Bank 0982,Electronics,2711.09
983,Jeans 0983,Fashion,1867.62
984,T-Shirt 0984,Fashion,4648.73
985,Cookware Set 0985,Home & Kitchen,693.59
986,Car Charger 0986,Mobiles,404.29
987,Keyboard 0987,Electronics,84952.09
988,Oats 0988,Grocery,907.92
989,Kettle 0989,Home & Kitchen,23416.66
990,Storage Box 0990,Home & Kitchen,534.11
991,Air Fryer 0991,Home & Kitchen,7803.59
992,Keyboard 0992,Electronics,974.58
993,Mechanical Keyboard 0993,Computers,805.57
994,Headphones 0994,Electronics,31909.03
995,Jeans 0995,Fashion,3564.67
996,Mixer Grinder 0996,Home & Kitchen,1368.88
997,Bluetooth Speaker 0997,Electronics,7780.75
998,Smartphone 0998,Mobiles,10159.36
999,Gym Gloves 0999,Sports,3947.85
1000,Smart Watch 1000,Electronics,5826.9
